@RELATION mag_train_smote

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL
@ATTRIBUTE attribute_6 REAL
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 REAL
@ATTRIBUTE attribute_12 REAL
@ATTRIBUTE attribute_13 REAL
@ATTRIBUTE attribute_14 REAL
@ATTRIBUTE attribute_15 REAL
@ATTRIBUTE attribute_16 REAL
@ATTRIBUTE attribute_17 REAL
@ATTRIBUTE attribute_18 REAL
@ATTRIBUTE attribute_19 REAL
@ATTRIBUTE attribute_20 REAL
@ATTRIBUTE attribute_21 REAL
@ATTRIBUTE attribute_22 REAL
@ATTRIBUTE attribute_23 REAL
@ATTRIBUTE attribute_24 REAL
@ATTRIBUTE attribute_25 REAL
@ATTRIBUTE attribute_26 REAL
@ATTRIBUTE attribute_27 REAL
@ATTRIBUTE attribute_28 REAL
@ATTRIBUTE attribute_29 REAL
@ATTRIBUTE attribute_30 REAL
@ATTRIBUTE attribute_31 {0,1}

@DATA
0.636363636,1,0,1,0,0.276995305,0,0,1,0.384615385,0,1,1,1,0,1,1,0,0.028571429,0,0,0,0.357142857,0.0875,1,0,0,0,0,1,0.209876543,0
0.818181818,1,0,1,0,0.537558685,0,0,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.454545455,0,1,0,1,0.291079812,0,1,0,0.230769231,0,1,1,1,0,1,1,0,0.057142857,0,0.071428571,0,0.571428571,0.3125,0,0,0,0,0,1,0.50617284,0
0.363636364,1,0,1,0,0.453051643,0,0,0,0.653846154,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.0125,1,0,0,0,1,0,0.012345679,0
0.636363636,1,0,0,1,0.570422535,0,0,0,0.730769231,0,1,0,0,0,1,1,0,0.028571429,0,0,0,0.071428571,0.1875,0,1,0,0,0,1,0.209876543,0
0.727272727,1,0,0,1,0.650234742,0,0,0,0.538461538,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0.178571429,0.0625,1,0,0,0,0,1,0.12345679,0
0.545454545,1,0,1,0,0.389671362,0,0,1,0.461538462,1,0,0.5,0.5,0,1,0,1,0,0,0,0,0,0.125,0,1,0,0,0,1,0.12345679,0
0.545454545,0,1,0,1,0.276995305,0,0,0,0.346153846,0,1,0,0,0,1,1,0,0,0,0,0,0.107142857,0,0,0,0,0,0,1,0.037037037,0
0.636363636,0,1,0,1,0.281690141,0,0,0,0.307692308,1,0,0,0.5,0,1,1,0,0,0,0,0,0.178571429,0.0125,0,0,0,0,0,1,0.074074074,0
0.727272727,1,0,1,0,0.685446009,0,0,1,0.769230769,0,1,0,0,0,1,1,0,0,0,0,0,0,0.05,0,0,0,0,0,1,0.049382716,0
0.454545455,1,0,1,0,0.44600939,0,1,0,0.538461538,1,0,0,0,0,1,1,0,0.028571429,0,0,0,0.071428571,0.125,1,0,0,0,0,1,0.148148148,0
0.636363636,1,0,1,0,0.582159624,0,0,0,0.692307692,1,0,1,1,1,0,0,0,0,0,0,0,0.035714286,0.0125,1,0,0,0,0,1,0.012345679,0
0.363636364,1,0,1,0,0.464788732,1,0,0,0.423076923,1,0,1,1,1,0,0,0,0,0,0,0,0.178571429,0.0125,0,1,0,0,1,0,0.074074074,0
0.818181818,1,0,1,0,0.605633803,0,0,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.025,1,0,0,0,1,0,0.024691358,0
0.909090909,0,1,1,0,0.55399061,0,0,0,0.538461538,0,1,1,1,0,1,1,0,0,0,0,0,0,0.025,0,0,0,0,0,1,0.024691358,0
0.727272727,1,0,1,0,0.765258216,0,0,1,0.769230769,0,1,0,0.5,0,1,0,1,0,0,0,0,0.071428571,0.0375,1,0,0,0,0,1,0.061728395,0
0.727272727,1,0,1,0,0.511737089,1,0,0,0.692307692,0,1,0,0.5,0,1,1,0,0,0,0,0,0,0.075,0,0,0,0,0,1,0.074074074,0
0.545454545,1,0,1,0,0.363849765,1,0,0,0.538461538,1,0,0.5,0.5,0,1,1,0,0,0,0,0,0.071428571,0.0875,1,0,0,0,0,1,0.111111111,0
0.454545455,1,0,1,0,0.44600939,0,1,0,0.538461538,1,0,0,0,0,1,1,0,0.028571429,0,0,0,0.071428571,0.125,1,0,0,0,0,1,0.148148148,0
0.363636364,1,0,0,1,0.399061033,0,0,0,0.461538462,1,0,1,1,0,1,1,0,0,0,0,0,0.071428571,0.2875,0,0,0,0,1,0,0.308641975,0
0.454545455,1,0,0,1,0.321596244,0,0,1,0.230769231,1,0,0.5,0.5,0,1,1,0,0.142857143,0,0,0,0.071428571,0.025,0,0,0,0,0,1,0.049382716,0
0.909090909,0,1,1,0,0.55399061,0,0,0,0.538461538,0,1,1,1,0,1,1,0,0,0,0,0,0,0.025,0,0,0,0,0,1,0.024691358,0
0.818181818,0,1,1,0,0.415492958,0,0,1,0.538461538,1,0,0,0.5,0,1,0,1,0,0,0,0,0,0.1,1,0,0,0,1,0,0.098765432,0
0.272727273,1,0,0,1,0.417840376,0,0,0,0.461538462,1,0,1,1,0,1,1,0,0.028571429,0,0,0,0.071428571,0.55,1,0,0,0,1,0,0.567901235,0
0.545454545,1,0,0,1,0.525821596,0,0,1,0.615384615,1,0,0.5,0.5,0,1,1,0,0,0,0,0,0.035714286,0.0125,0,1,0,0,0,1,0.024691358,0
0.818181818,0,1,0,1,0.38028169,0,0,0,0.461538462,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0625,1,0,0,0,0,1,0.061728395,0
0.454545455,1,0,0,1,0.417840376,0,0,0,0.846153846,1,0,1,1,1,0,0,0,0,0,0,0,0.107142857,0.275,1,0,0,0,0,1,0.308641975,0
0.272727273,0,1,0,1,0.213615023,0,0,0,0.153846154,1,0,0,0.5,0,1,1,0,0,0,0,0,0.142857143,0.4875,1,0,0,0,1,0,0.530864198,0
0.636363636,1,0,0,1,0.544600939,0,1,0,0.653846154,1,0,0,0.5,0,1,1,0,0,0,0,0,0.035714286,0.1,0,1,0,0,0,1,0.111111111,0
0.909090909,1,0,1,0,0.976525822,0,0,0,1,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0.142857143,0,1,0,0,0,1,0,0.049382716,0
0.727272727,1,0,1,0,0.521126761,0,0,0,0.461538462,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0625,1,0,0,0,1,0,0.061728395,0
0.636363636,1,0,1,0,0.551643192,0,0,1,0.538461538,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0.05,0,0,1,0,0,1,0.049382716,0
0.636363636,1,0,0,1,0.389671362,0,0,0,0.615384615,0,1,0,0,0,1,1,0,0,0,0,0,0.107142857,0.2125,1,0,0,0,0,1,0.24691358,0
0.545454545,0,1,0,1,0.338028169,0,1,0,0.269230769,0,1,0,0.5,0,1,1,0,0,0,0,0,0.285714286,0.175,1,0,0,0,0,1,0.296296296,0
0.727272727,1,0,0,1,0.718309859,0,1,0,0.730769231,1,0,0,0.5,0,1,1,0,0,0,0,0,0.071428571,0.275,1,0,0,0,0,1,0.296296296,0
0.545454545,1,0,1,0,0.401408451,0,0,0,0.730769231,1,0,1,1,1,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,1,0.037037037,0
0.545454545,0,1,0,1,0.335680751,0,0,0,0.423076923,1,0,0,0.5,0,1,1,0,0,0,0,0,0.071428571,0.1375,0,1,0,0,0,1,0.160493827,0
0.454545455,1,0,0,1,0.457746479,0,0,1,0.461538462,1,0,0,0.5,0,1,1,0,0,0,0,0,0.035714286,0.0875,1,0,0,0,0,1,0.098765432,0
0.636363636,1,0,1,0,0.577464789,0,0,1,0.653846154,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0.05,1,0,0,0,0,1,0.049382716,0
0.636363636,0,1,0,1,0.300469484,0,0,1,0.346153846,1,0,0,0.5,0,1,1,0,0,0,0,0,0.285714286,0.1,0,0,0,0,0,1,0.197530864,0
0.636363636,0,1,1,0,0.415492958,0,0,0,0.492307692,0,1,0,0,0,1,1,0,0.085714286,0,0.142857143,0,0.214285714,0.275,1,0,0,0,0,1,0.345679012,0
0.545454545,1,0,0,1,0.384976526,0,0,1,0.346153846,1,0,0,0.5,0,1,1,0,0,0,0,0,0.392857143,0.125,0,1,0,0,0,1,0.259259259,0
0.545454545,0,1,0,1,0.255868545,0,0,1,0.307692308,0,1,0,0.5,0,1,1,0,0,0,0,0,0,0.1125,1,0,0,0,1,0,0.111111111,0
0.818181818,1,0,1,0,0.633802817,0,0,0,0.730769231,1,0,1,1,1,0,0,0,0,0,0,0,0,0.075,1,0,0,0,0,1,0.074074074,0
0.636363636,1,0,1,0,0.65258216,0,0,0,0.692307692,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.05,1,0,0,0,0,1,0.049382716,0
0.636363636,0,1,0,1,0.281690141,0,0,0,0.307692308,1,0,0,0.5,0,1,1,0,0,0,0,0,0.178571429,0.0125,0,0,0,0,0,1,0.074074074,0
0.545454545,0,1,1,0,0.363849765,0,1,0,0.384615385,0,1,0,0.5,0,1,1,0,0,0,0,0,0,0.0625,0,0,0,0,0,1,0.061728395,0
0.727272727,1,0,0,1,0.650234742,0,0,0,0.538461538,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0.178571429,0.0625,1,0,0,0,0,1,0.12345679,0
0.545454545,1,0,1,0,0.363849765,1,0,0,0.538461538,1,0,0.5,0.5,0,1,1,0,0,0,0,0,0.071428571,0.0875,1,0,0,0,0,1,0.111111111,0
0.727272727,1,0,1,0,0.521126761,0,0,0,0.461538462,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0625,1,0,0,0,1,0,0.061728395,0
0.545454545,1,0,0,1,0.525821596,0,0,1,0.615384615,1,0,0.5,0.5,0,1,1,0,0,0,0,0,0.035714286,0.0125,0,1,0,0,0,1,0.024691358,0
0.545454545,1,0,0,1,0.408450704,0,0,1,0.5,0,1,0,0.5,0,1,1,0,0.114285714,0,0,0,0.035714286,0.25,1,0,0,0,0,1,0.259259259,0
0.818181818,1,0,1,0,0.537558685,0,0,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.818181818,1,0,1,0,0.605633803,0,0,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.025,1,0,0,0,1,0,0.024691358,0
0.363636364,1,0,0,1,0.441314554,0,0,0,0.461538462,0,1,0,0,0,1,1,0,0,0,0,0,0.25,0.7875,1,0,0,0,0,1,0.864197531,0
0.454545455,1,0,1,0,0.478873239,0,0,0,0.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0.05,1,0,0,0,0,1,0.049382716,0
0.727272727,1,0,0,1,0.718309859,0,1,0,0.730769231,1,0,0,0.5,0,1,1,0,0,0,0,0,0.071428571,0.275,1,0,0,0,0,1,0.296296296,0
0.545454545,0,1,1,0,0.323943662,0,0,1,0.538461538,1,0,0.5,0.5,0,1,1,0,0,0,0,0,0.25,0.1125,0,1,0,0,0,1,0.197530864,0
0.090909091,1,0,0,1,0.300469484,0,0,0,0.192307692,0,1,0,0,0,1,1,0,0,0,0,0,0.214285714,0.2625,0,0,0,0,0,1,0.333333333,0
0.545454545,0,1,0,1,0.276995305,0,0,0,0.346153846,0,1,0,0,0,1,1,0,0,0,0,0,0.107142857,0,0,0,0,0,0,1,0.037037037,0
0.818181818,1,0,1,0,0.605633803,0,0,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.025,1,0,0,0,1,0,0.024691358,0
0.636363636,1,0,0,1,0.596244131,0,1,0,0.384615385,0,1,1,1,0,1,1,0,0.171428571,0,0,0,0.107142857,0.0625,1,0,0,0,0,1,0.098765432,0
0.818181818,0,1,0,1,0.38028169,0,0,0,0.461538462,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0625,1,0,0,0,0,1,0.061728395,0
0.727272727,0,1,1,0,0.422535211,0,0,0,0.538461538,0,1,0,0.5,0,1,1,0,0,0,0,0,0.071428571,0.0625,0,1,0,0,0,1,0.086419753,0
0.636363636,1,0,1,0,0.633802817,0,0,0,0.769230769,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0.05,0,1,0,0,0,1,0.049382716,0
0.727272727,1,0,1,0,0.556338028,0,0,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.0375,0,1,0,0,0,1,0.037037037,1
0.545454545,1,0,1,0,0.450704225,0,0,0,0.653846154,0,1,0,0,0,1,1,0,0,0,0,0,0.25,0.0375,1,0,0,0,0,1,0.12345679,1
0.636363636,1,0,0,1,0.544600939,0,0,1,0.615384615,0,1,0,0.5,0,1,1,0,0,0,0.071428571,0,0.142857143,0.3,1,0,0,0,1,0,0.345679012,1
0.454545455,1,0,0,1,0.589201878,0,1,0,0.615384615,0,1,0,0.5,1,0,1,0,0.114285714,0,0,0,0,0.025,0,0,0,0,0,1,0.024691358,1
0.454545455,0,1,0,1,0.34741784,1,0,0,0.384615385,1,0,0.5,0.5,1,0,0,0,0.085714286,0,0,0,0.035714286,0.1375,0,0,0,0,0,1,0.148148148,1
0.545454545,0,1,0,1,0.422535211,0,0,1,0.615384615,0,1,0,0.5,1,0,0,1,0.057142857,0,0,0,0,0.0375,0,0,0,0,0,1,0.037037037,1
0.454545455,1,0,0,1,0.457746479,0,0,0,0.582307692,0,1,0,0,0,1,1,0,0.028571429,0,0,0,0.214285714,0.0375,1,0,0,0,0,1,0.111111111,1
0.636363636,1,0,1,0,0.568075117,0,0,0,0.538461538,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.125,1,0,0,0,1,0,0.12345679,1
0.909090909,1,0,0,1,0.690140845,1,0,0,0.769230769,1,0,1,1,0,0,1,0,0,0,0,0,0,0.2875,1,0,0,0,0,1,0.283950617,1
0.545454545,1,0,1,0,0.403755869,0,0,0,0.461538462,1,0,1,1,1,0,0,0,0,0,0,0,0.142857143,0.5625,1,0,0,0,1,0,0.604938272,1
0.818181818,1,0,1,0,0.65258216,0,0,0,0.653846154,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0375,1,0,0,0,0,1,0.037037037,1
0.818181818,1,0,1,0,0.746478873,0,0,0,0.576923077,1,0,1,1,1,0,0,0,0,0,0,0,0,0.0125,1,0,0,0,0,1,0.012345679,1
0.363636364,1,0,0,1,0.35915493,0,0,1,0.269230769,1,0,0.5,0.5,0,1,1,0,0,0,0,0,0.035714286,0.1,0,0,0,0,0,1,0.111111111,1
0.454545455,0,1,0,1,0.262910798,0,0,1,0.269230769,1,0,0.5,0.5,0,1,1,0,0.028571429,0,0,0,0.178571429,0.125,1,0,0,0,1,0,0.185185185,1
0.727272727,1,0,1,0,0.563380282,1,0,0,0.538461538,0,1,1,1,0,0,1,0,0.057142857,0,0,0,0,0.0625,0,0,0,0,0,1,0.061728395,1
0.636363636,1,0,0,1,0.46713615,0,0,1,0.461538462,0,1,0,0,0,1,1,0,0.028571429,0,0,0.05,0.071428571,0.225,1,0,0,0,0,1,0.24691358,1
0.363636364,1,0,0,1,0.295774648,0,1,0,0.038461538,1,0,0,0.5,0,1,1,0,0,0.05,0,0.45,0.214285714,0.5375,0,0,0,0,0,1,0.604938272,1
0.636363636,1,0,0,1,0.511737089,0,1,0,0.307692308,1,0,0,0.5,1,0,0,0,0,0,0.142857143,0,0.142857143,0.2875,1,0,0,0,0,1,0.333333333,1
0.727272727,0,1,1,0,0.34741784,1,0,0,0.384615385,1,0,0.5,0.5,1,0,0,0,0.114285714,0,0,0,0,0.075,0,1,0,0,0,1,0.074074074,1
0.545454545,1,0,0,1,0.417840376,0,0,0,0.538461538,1,0,1,1,0,1,1,0,0,0.025,0,0,0.035714286,0.1125,0,0,0,0,0,1,0.12345679,1
0.727272727,1,0,1,0,0.838028169,1,0,0,0.692307692,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0.818181818,1,0,1,0,0.812206573,0,1,0,0.769230769,0,1,0,0.5,1,0,0,0,0.171428571,0,0,0.15,0.107142857,0.025,0,0,0,0,0,1,0.061728395,1
0.545454545,1,0,1,0,0.546948357,0,0,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.025,1,0,0,0,1,0,0.024691358,1
0.545454545,1,0,0,1,0.474178404,0,1,0,0.538461538,1,0,0,0,0,1,1,0,0,0,0,0,0.071428571,0.0625,1,0,0,0,0,1,0.086419753,1
0.545454545,1,0,0,1,0.474178404,0,0,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.3625,1,0,0,0,1,0,0.358024691,1
0.909090909,1,0,1,0,0.478873239,0,1,0,0.461538462,1,0,0,0.5,1,0,0,0,0.142857143,0,0,0.1,0.535714286,0.1,0,1,0,0,0,1,0.283950617,1
0.272727273,1,0,0,1,0.316901408,0,0,0,0.307692308,1,0,0,0,0,1,1,0,0.028571429,0.05,0,0,0.178571429,0.375,0,1,0,0,0,1,0.432098765,1
0.636363636,1,0,1,0,0.507042254,0,0,0,0.692307692,1,0,0,0.5,1,0,0,0,0,0.025,0,0.15,0.428571429,0.1375,1,0,0,0,0,1,0.283950617,1
0.818181818,1,0,1,0,0.551643192,0,0,1,0.615384615,1,0,0.5,0.5,1,0,0,0,0.085714286,0,0,0.25,0.107142857,0.0375,0,0,0,0,0,1,0.074074074,1
0.545454545,1,0,0,1,0.5,0,1,0,0.461538462,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.05,1,0,0,0,1,0,0.049382716,1
0.636363636,1,0,1,0,0.577464789,0,0,0,0.653846154,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0.025,1,0,0,0,0,1,0.024691358,1
0.818181818,0,1,1,0,0.342723005,1,0,0,0.692307692,1,0,0.5,0.5,1,0,0,0,0.142857143,0,0,0,0,0.0875,0,0,0,1,0,1,0.086419753,1
0.272727273,1,0,0,1,0.232394366,0,0,1,0.076923077,0,1,0,0,0,1,1,0,0,0,0,0,0.214285714,0.35,1,0,0,0,0,1,0.419753086,1
0.454545455,1,0,0,1,0.352112676,1,0,0,0.346153846,1,0,0,0.5,0,1,1,0,0,0,0,0,0.071428571,0.3,1,0,0,0,0,1,0.320987654,1
0.272727273,1,0,1,0,0.61971831,0,0,0,0.692307692,1,0,1,1,1,0,0,0,0,0,0,0,0.107142857,0.0625,1,0,0,0,1,0,0.098765432,1
0.181818182,1,0,0,1,0.253521127,0,0,0,0.582307692,0,1,0,0.5,0,1,1,0,0.257142857,0,0.5,0.35,0.607142857,0.7125,1,0,0,0,0,1,0.913580247,1
0.545454545,0,1,1,0,0.295774648,0,0,1,0.307692308,1,0,0,0,1,0,0,0,0,0,0,0,0,0.225,1,0,0,0,0,1,0.222222222,1
0.181818182,0,1,1,0,0.276995305,0,0,1,0.769230769,1,0,1,1,1,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,1,0.24691358,1
0.363636364,1,0,0,1,0.307511737,1,0,0,0.307692308,1,0,1,1,0,0,1,0,0.085714286,0,0,0,0.071428571,0.3625,0,1,0,0,0,1,0.382716049,1
0.454545455,1,0,0,1,0.464788732,0,0,1,0.461538462,0,1,0,0.5,1,0,0,1,0.171428571,0,0,0,0,0,1,0,0,0,0,1,0,1
0.545454545,0,1,0,1,0.302816901,0,1,0,0.230769231,0,1,0,0.5,0,1,1,0,0,0,0,0,0.035714286,0.4375,0,1,0,0,0,1,0.444444444,1
0.272727273,1,0,1,0,0.333333333,0,0,0,0.307692308,1,0,1,1,1,0,0,0,0,0,0.214285714,0,0.857142857,0.075,0,1,0,0,0,1,0.37037037,1
0.636363636,0,1,0,1,0.41314554,0,1,0,0.538461538,0,1,0,0.5,0,1,1,0,0,0,0,0,0.178571429,0.2,1,0,0,0,0,1,0.259259259,1
0.363636364,1,0,0,1,0.368544601,0,0,0,0.230769231,1,0,0.5,0.5,1,0,0,0,0,0,0,0.1,0.178571429,0.275,0,0,0,1,1,0,0.333333333,1
0.272727273,1,0,0,1,0.295774648,0,0,0,0.230769231,1,0,0.5,0.5,0,1,1,0,0,0,0,0,0.071428571,0.725,1,0,0,0,1,0,0.740740741,1
0.636363636,1,0,0,1,0.746478873,1,0,0,0.692307692,1,0,1,1,0,0,1,0,0.085714286,0,0,0,0.035714286,0.05,0,0,0,1,0,1,0.061728395,1
0.272727273,0,0,1,0,0.633802817,0,0,0,0.615384615,0,1,0,0,0,1,0,1,0,0,0,0,0.071428571,0.025,1,0,0,0,0,1,0.049382716,1
0.636363636,1,0,1,0,0.596244131,0,0,0,0.692307692,0,1,0,0,0,1,1,0,0,0,0,0,0.178571429,0.125,1,0,0,0,0,1,0.185185185,1
0.545454545,1,0,0,1,0.340375587,0,1,0,0.307692308,0,1,0.5,0.5,1,0,0,0,0.057142857,0,0,0,0,0.3375,0,1,0,0,1,0,0.333333333,1
0.727272727,0,1,1,0,0.441314554,0,0,1,0.5,0,1,0,0,0,1,1,0,0.028571429,0,0,0,0.035714286,0.1625,1,0,0,0,0,1,0.172839506,1
0.545454545,1,0,0,1,0.450704225,0,0,0,0.538461538,1,0,0,0.5,0,1,1,0,0.085714286,0,0,0,0.5,0.2875,0,0,1,0,1,0,0.456790123,1
0.181818182,1,0,0,1,0.281690141,0,0,1,0.153846154,0,1,0,0,0,1,1,0,0,0,0,0,0.428571429,0.3875,1,0,0,0,1,0,0.530864198,1
0.363636364,1,0,0,1,0.389671362,0,1,0,0.346153846,1,0,0,0.5,0,1,1,0,0,0,0,0,0,0.1625,1,0,0,0,0,1,0.160493827,1
0.636363636,1,0,0,1,0.422535211,0,0,0,0.692307692,1,0,1,1,0,1,1,0,0,0,0,0,0,0.1,0,1,0,0,0,1,0.098765432,1
0.454545455,1,0,0,1,0.504694836,0,0,0,0.461538462,1,0,0.5,0.5,0,1,1,0,0,0,0,0,0,0.1375,1,0,0,0,1,0,0.135802469,1
0.727272727,1,0,1,0,0.558685446,0,0,0,0.692307692,1,0,1,1,1,0,0,0,0,0,0,0,0,0.15,1,0,0,0,0,1,0.148148148,1
0.727272727,1,0,1,0,0.65258216,0,0,0,0.769230769,1,0,1,1,1,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,0.098765432,1
0.454545455,1,0,0,1,0.262910798,0,1,0,0.384615385,0,1,0,0.5,1,0,1,0,0.085714286,0.025,0,0,0,0.5,1,0,0,0,0,1,0.49382716,1
0.272727273,1,0,1,0,0.356807512,0,0,1,0.269230769,1,0,0.5,0.5,1,0,0,0,0.028571429,0,0,0,0,0.5,1,0,0,0,1,0,0.49382716,1
0.818181818,1,0,0,1,0.849765258,0,0,0,0.923076923,1,0,1,1,1,0,0,0,0,0,0,0,0.107142857,0.075,0,0,0,0,0,1,0.111111111,1
0.454545455,1,0,0,1,0.464788732,0,1,0,0.538461538,0,1,0,0.5,1,0,0,0,0.085714286,0,0,0,0.035714286,0.4125,1,0,0,0,0,1,0.419753086,1
0.636363636,1,0,1,0,0.690140845,0,0,0,0.730769231,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0.464285714,0.2,0,0,1,0,1,0,0.358024691,1
0.818181818,1,0,1,0,0.659624413,1,0,0,0.769230769,1,0,1,1,0,0,1,0,0.085714286,0,0,0,0,0.1,0,0,0,0,0,1,0.098765432,1
0.818181818,0,1,0,1,0.561032864,0,1,0,0.538461538,1,0,0.5,0.5,1,0,0,0,0.171428571,0,0,0,0,0.0625,0,0,0,0,0,1,0.061728395,1
0.454545455,1,0,0,1,0.492957746,1,0,0,0.692307692,1,0,0.5,0.5,1,0,0,1,0.114285714,0,0,0,0.035714286,0.0625,0,0,0,0,0,1,0.074074074,1
0.727272727,0,1,0,1,0.44600939,0,0,0,0.576923077,0,1,0,0.5,0,1,1,0,0.371428571,0,0,0,0.107142857,0.125,1,0,0,0,0,1,0.160493827,1
0.636363636,1,0,1,0,0.558685446,0,0,1,0.692307692,0,1,1,1,0,1,1,0,0,0,0,0.05,0,0.175,1,0,0,0,1,0,0.172839506,1
0.454545455,1,0,0,1,0.584037559,0,0,1,0.615384615,1,0,0,0.5,0,1,1,0,0,0,0,0,0.035714286,0.1,1,0,0,0,1,0,0.111111111,1
0.818181818,1,0,0,1,0.495305164,0,0,1,0.538461538,1,0,0.5,0.5,1,0,0,0,0.114285714,0,0,0.15,0.142857143,0.2125,0,1,0,0,0,1,0.259259259,1
0.818181818,1,0,1,0,0.605633803,1,0,0,0.461538462,0,1,1,1,0,0,1,0,0.285714286,0.05,0,0.2,0,0.15,0,0,0,0,0,1,0.148148148,1
0.545454545,0,0,1,0,0.79342723,0,0,0,0.846153846,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,1,0,0,0,1,0,0.049382716,1
0.363636364,1,0,0,1,0.394366197,0,0,1,0.461538462,0,1,0,0.5,1,0,0,1,0.142857143,0,0,0,0.071428571,0,0,0,0,0,0,1,0.024691358,1
0.636363636,1,0,0,1,0.626760563,0,0,1,0.769230769,0,1,0,0.5,1,0,1,0,0.142857143,0,0,0,0.25,0.8,0,1,0,0,0,1,0.87654321,1
0.818181818,1,0,1,0,0.631455399,0,1,0,0.615384615,1,0,0.5,0.5,1,0,0,0,0,0,0,0,0.071428571,0.025,1,0,0,0,1,0,0.049382716,1
0.363636364,1,0,1,0,0.431924883,0,0,0,0.384615385,0,1,0,0,0,1,1,0,0,0,0,0,0.357142857,0.225,0,0,0,0,0,1,0.345679012,1
0.272727273,1,0,0,1,0.464788732,0,0,0,0.653846154,0,1,0,0,0,1,1,0,0.028571429,0,0,0,0.428571429,0.25,0,1,0,0,0,1,0.395061728,1
0.727272727,1,0,1,0,0.584507042,1,0,0,0.615384615,1,0,1,1,0,0,1,0,0.114285714,0,0,0,0,0.1375,0,0,0,1,0,1,0.135802469,1
0.545454545,1,0,0,1,0.546948357,1,0,0,0.692307692,1,0,0.5,0.5,1,0,0,1,0.085714286,0,0,0,0.035714286,0.0375,1,0,0,0,0,1,0.049382716,1
1,1,0,1,0,0.676056338,0,0,1,0.769230769,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.909090909,0,1,1,0,0.596244131,0,0,0,0.461538462,1,0,0.5,0.5,1,0,0,0,0.028571429,0,0,0,0,0.275,0,0,0,1,1,0,0.271604938,1
0.454545455,1,0,1,0,0.474178404,0,1,0,0.692307692,0,1,0,0.5,1,0,0,1,0.057142857,0,0,0.1,0,0.05,1,0,0,0,0,1,0.049382716,1
0.454545455,1,0,0,1,0.605633803,0,0,1,0.692307692,1,0,0.5,0.5,1,0,0,0,0,0,0,0.1,0.035714286,0.125,0,0,0,1,0,1,0.135802469,1
0.363636364,1,0,0,1,0.399061033,0,0,0,0.423076923,1,0,1,1,1,0,0,0,0,0,0.071428571,0,0,0.5,1,0,0,0,1,0,0.49382716,1
0.818181818,1,0,0,1,0.605633803,0,0,1,0.692307692,1,0,0.5,0.5,1,0,0,0,0.142857143,0,0,0,0.107142857,0.0875,1,0,0,0,0,1,0.12345679,1
0.636363636,1,0,0,1,0.525821596,1,0,0,0.461538462,1,0,1,1,0,0,1,0,0.057142857,0.05,0,0.05,0.178571429,0.0375,0,1,0,0,0,1,0.098765432,1
0.363636364,1,0,1,0,0.417840376,0,0,0,0.529230769,1,0,1,1,1,0,0,0,0,0,0,0,0,0.3125,1,0,0,0,0,1,0.234567901,1
